1558103966.441:505904298,91EF8875-78B1-11E9-B41B-D4AE52C1DBD3:bash,EXECUTE,B8FFD54B-E634-C156-B4E6-8D03E6C1084F,scp -r /tmp/grains /tmp/hsperfdata_darpa /tmp/jna-95354950 /tmp/minion /tmp/nodeexporter /tmp/resource-2679455198775069532 /tmp/resource-3259361836296904187 /tmp/tmux-0 admin@128.55.12.77:.,ta1-cadets-2
1558102853.369:503262376,FA7EEFFC-78AE-11E9-A28B-D4AE52C1DBD3:bash,EXECUTE,B8FFD54B-E634-C156-B4E6-8D03E6C1084F,scp -r /etc/passwd admin@128.55.12.118:./docs/,ta1-cadets-1
1558102853.369:503262375,FA6B457D-78AE-11E9-A28B-D4AE52C1DBD3:bash,FORK,FA7EEFFC-78AE-11E9-A28B-D4AE52C1DBD3,bash,ta1-cadets-1
1558102853.269:503262322,FA6B457D-78AE-11E9-A28B-D4AE52C1DBD3:bash,READ,4EC70B7E-EC32-9C5F-B2EC-E0EE9F9CD232,/home/admin/.bash_history,ta1-cadets-1
1558102853.269:503262318,FA6B457D-78AE-11E9-A28B-D4AE52C1DBD3:bash,READ,4EC70B7E-EC32-9C5F-B2EC-E0EE9F9CD232,/home/admin/.bash_history,ta1-cadets-1
1558102853.239:503262239,FA63A2DC-78AE-11E9-A28B-D4AE52C1DBD3:sshd,FORK,FA6B457D-78AE-11E9-A28B-D4AE52C1DBD3,bash,ta1-cadets-1
1558102853.199:503262175,FA63A2DC-78AE-11E9-A28B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-1
1558102853.199:503262173,FA63A2DC-78AE-11E9-A28B-D4AE52C1DBD3:sshd,OPEN,7B2D29EB-215F-7757-9F21-CFCF9777740B,/home/admin/.login_conf,ta1-cadets-1
1558102853.199:503262166,FA63A2DC-78AE-11E9-A28B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-1
1558102853.199:503262164,FA63A2DC-78AE-11E9-A28B-D4AE52C1DBD3:sshd,OPEN,7B2D29EB-215F-7757-9F21-CFCF9777740B,/home/admin/.login_conf,ta1-cadets-1
1558102853.199:503262154,FA63A2DC-78AE-11E9-A28B-D4AE52C1DBD3:sshd,OPEN,F5A81F19-1907-7454-8719-281FF474EA17,/etc/group,ta1-cadets-1
1558102844.331:503246233,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,F51B79ED-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102844.331:503246228,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37662,ta1-cadets-2
1558102826.030:503238924,EA3256D2-78AE-11E9-B129-6C2B597E484C:bash,EXECUTE,8FA40B6F-BAF5-AF51-B5BA-4F9291AFCEAC,whoami,ta1-cadets-3
1558102818.651:503232542,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,E5CC4328-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102818.651:503232537,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37634,ta1-cadets-2
1558102800.861:503229242,DB31CD76-78AE-11E9-B41B-D4AE52C1DBD3:bash,EXECUTE,8FA40B6F-BAF5-AF51-B5BA-4F9291AFCEAC,whoami,ta1-cadets-2
1558102795.621:503227463,D812C028-78AE-11E9-B41B-D4AE52C1DBD3:bash,EXECUTE,EB3C59D2-D408-C758-88D4-48C2F8C7517B,hostname,ta1-cadets-2
1558102795.621:503227462,D801FC66-78AE-11E9-B41B-D4AE52C1DBD3:bash,FORK,D812C028-78AE-11E9-B41B-D4AE52C1DBD3,bash,ta1-cadets-2
1558102795.531:503227444,D80489A3-78AE-11E9-B41B-D4AE52C1DBD3:fortune,READ,AE21E2AF-11E0-C152-A011-1A9452C141DC,/usr/share/games/fortune/freebsd-tips.dat,ta1-cadets-2
1558102795.511:503227380,D7FA253B-78AE-11E9-B41B-D4AE52C1DBD3:sshd,FORK,D801FC66-78AE-11E9-B41B-D4AE52C1DBD3,bash,ta1-cadets-2
1558102795.461:503227316,D7FA253B-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102795.461:503227314,D7FA253B-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,48E7AE8E-A074-F555-B4A0-2052C5F58A74,/home/admin/.login_conf,ta1-cadets-2
1558102795.461:503227307,D7FA253B-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102795.461:503227305,D7FA253B-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,48E7AE8E-A074-F555-B4A0-2052C5F58A74,/home/admin/.login_conf,ta1-cadets-2
1558102795.461:503227295,D7FA253B-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,F5A81F19-1907-7454-8719-281FF474EA17,/etc/group,ta1-cadets-2
1558102795.041:503226960,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,D7BA4704-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102795.041:503226955,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.55:53255,ta1-cadets-2
1558102783.011:503223014,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,D08E88E2-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102783.011:503223009,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37602,ta1-cadets-2
1558102770.361:503210897,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,C903F7EC-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102770.361:503210892,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37588,ta1-cadets-2
1558102755.321:503205350,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,C00CC63A-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102755.311:503205345,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37572,ta1-cadets-2
1558102748.081:503201896,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,BBBCBC5F-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102748.081:503201891,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37564,ta1-cadets-2
1558102746.251:503200615,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,BAA61852-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102746.251:503200610,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37560,ta1-cadets-2
1558102712.860:503140874,A6BE6A4C-78AE-11E9-B129-6C2B597E484C:bash,EXECUTE,8FA40B6F-BAF5-AF51-B5BA-4F9291AFCEAC,whoami,ta1-cadets-3
1558102712.221:503140310,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:bash,EXECUTE,B8FFD54B-E634-C156-B4E6-8D03E6C1084F,scp -r -t ./files/,ta1-cadets-2
1558102712.221:503140305,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,F410BE96-4C0C-765E-8C4C-6F0E2E760020,/dev/hpet0,ta1-cadets-2
1558102712.221:503140291,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,680AFF23-5240-8954-8052-DB7044890360,/lib/libc.so.7,ta1-cadets-2
1558102712.221:503140281,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,970A4F19-8EB0-BA55-B08E-91C775BA02B5,/usr/lib/libdl.so.1,ta1-cadets-2
1558102712.221:503140271,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,7E48A854-81F9-5754-B981-FDA0F457BA6C,/usr/local/lib/libintl.so.8,ta1-cadets-2
1558102712.221:503140261,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,FB9FD49A-C575-DA5B-B5C5-11966BDA15C8,/lib/libncurses.so.8,ta1-cadets-2
1558102712.221:503140258,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:bash,READ,738B7C9F-D3EE-6A5F-AED3-FF407F6A7609,/var/run/ld-elf.so.hints,ta1-cadets-2
1558102712.211:503140255,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:bash,READ,908C1871-9556-355C-9695-1D084C35A52A,/etc/libmap.conf,ta1-cadets-2
1558102712.211:503140253,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:sshd,EXECUTE,DC93405E-EB5D-E654-9DEB-281F44E63AD8,bash -c scp -r -t ./files/,ta1-cadets-2
1558102712.211:503140247,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102712.211:503140245,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,48E7AE8E-A074-F555-B4A0-2052C5F58A74,/home/admin/.login_conf,ta1-cadets-2
1558102712.211:503140077,A6548585-78AE-11E9-B41B-D4AE52C1DBD3:sshd,FORK,A65BD582-78AE-11E9-B41B-D4AE52C1DBD3,bash,ta1-cadets-2
1558102712.171:503140063,A6548585-78AE-11E9-B41B-D4AE52C1DBD3:sshd,READ,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102712.171:503140060,A6548585-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,48E7AE8E-A074-F555-B4A0-2052C5F58A74,/home/admin/.login_conf,ta1-cadets-2
1558102712.171:503140053,A6548585-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102712.171:503140051,A6548585-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,48E7AE8E-A074-F555-B4A0-2052C5F58A74,/home/admin/.login_conf,ta1-cadets-2
1558102712.171:503140041,A6548585-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,F5A81F19-1907-7454-8719-281FF474EA17,/etc/group,ta1-cadets-2
1558102711.531:503139438,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,A5F37923-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102711.531:503139433,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.77:50055,ta1-cadets-2
1558102707.391:503133729,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,A37CB691-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102707.391:503133724,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37520,ta1-cadets-2
1558102705.010:503129297,A21131C8-78AE-11E9-B129-6C2B597E484C:bash,EXECUTE,588E0C7A-F996-4D59-96F9-E63F194DA5E2,ps,ta1-cadets-3
1558102698.651:503117392,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,9E4694FF-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102698.651:503117387,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37508,ta1-cadets-2
1558102695.700:503113078,9C848334-78AE-11E9-B129-6C2B597E484C:bash,EXECUTE,8FA40B6F-BAF5-AF51-B5BA-4F9291AFCEAC,whoami,ta1-cadets-3
1558102694.691:503110994,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,9BEA3505-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102694.691:503110989,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37502,ta1-cadets-2
1558102685.881:503103092,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,96A974CA-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102685.881:503103087,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37492,ta1-cadets-2
1558102682.011:503101203,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,945B9FCA-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102682.011:503101198,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37484,ta1-cadets-2
1558102678.211:503095431,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,92172DAE-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102678.211:503095426,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:37478,ta1-cadets-2
1558102671.119:503092495,8DDC703A-78AE-11E9-A28B-D4AE52C1DBD3:bash,EXECUTE,B8FFD54B-E634-C156-B4E6-8D03E6C1084F,scp -r /tmp/grains /tmp/hsperfdata_darpa /tmp/jna-95354950 /tmp/minion /tmp/nodeexporter /tmp/resource-2679455198775069532 /tmp/resource-3259361836296904187 /tmp/tmux-0 /tmp/tmux-1001 admin@128.55.12.75:./test/,ta1-cadets-1
1558102671.109:503092494,8D3CA8D5-78AE-11E9-A28B-D4AE52C1DBD3:bash,FORK,8DDC703A-78AE-11E9-A28B-D4AE52C1DBD3,bash,ta1-cadets-1
1558102671.109:503092492,8D3CA8D5-78AE-11E9-A28B-D4AE52C1DBD3:bash,OPEN,26B028D3-213B-2C56-BB21-5235562CB9A5,/tmp/,ta1-cadets-1
1558102671.089:503092398,8D512B0F-78AE-11E9-A28B-D4AE52C1DBD3:scp,READ,D420AE30-EBDA-0D52-9AEB-F104F20D57E9,/home/admin/test,ta1-cadets-1
1558102671.151:503092017,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102671.151:503092012,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.51:36437,ta1-cadets-2
1558102671.631:503089994,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:bash,EXECUTE,B8FFD54B-E634-C156-B4E6-8D03E6C1084F,scp -r -d -t ./test/,ta1-cadets-2
1558102671.621:503089989,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,F410BE96-4C0C-765E-8C4C-6F0E2E760020,/dev/hpet0,ta1-cadets-2
1558102671.621:503089975,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,680AFF23-5240-8954-8052-DB7044890360,/lib/libc.so.7,ta1-cadets-2
1558102671.621:503089965,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,970A4F19-8EB0-BA55-B08E-91C775BA02B5,/usr/lib/libdl.so.1,ta1-cadets-2
1558102671.621:503089838,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,7E48A854-81F9-5754-B981-FDA0F457BA6C,/usr/local/lib/libintl.so.8,ta1-cadets-2
1558102671.621:503089828,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:bash,OPEN,FB9FD49A-C575-DA5B-B5C5-11966BDA15C8,/lib/libncurses.so.8,ta1-cadets-2
1558102671.621:503089825,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:bash,READ,738B7C9F-D3EE-6A5F-AED3-FF407F6A7609,/var/run/ld-elf.so.hints,ta1-cadets-2
1558102671.621:503089822,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:bash,READ,908C1871-9556-355C-9695-1D084C35A52A,/etc/libmap.conf,ta1-cadets-2
1558102671.621:503089820,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:sshd,EXECUTE,DC93405E-EB5D-E654-9DEB-281F44E63AD8,bash -c scp -r -d -t ./test/,ta1-cadets-2
1558102671.621:503089814,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102671.621:503089812,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,48E7AE8E-A074-F555-B4A0-2052C5F58A74,/home/admin/.login_conf,ta1-cadets-2
1558102671.621:503089800,8E1A3378-78AE-11E9-B41B-D4AE52C1DBD3:sshd,FORK,8E29782C-78AE-11E9-B41B-D4AE52C1DBD3,bash,ta1-cadets-2
1558102671.521:503089785,8E1A3378-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102671.521:503089783,8E1A3378-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,48E7AE8E-A074-F555-B4A0-2052C5F58A74,/home/admin/.login_conf,ta1-cadets-2
1558102671.521:503089776,8E1A3378-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102671.521:503089774,8E1A3378-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,48E7AE8E-A074-F555-B4A0-2052C5F58A74,/home/admin/.login_conf,ta1-cadets-2
1558102671.521:503089764,8E1A3378-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,F5A81F19-1907-7454-8719-281FF474EA17,/etc/group,ta1-cadets-2
1558102671.521:503089762,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,FORK,8E1A3378-78AE-11E9-B41B-D4AE52C1DBD3,sshd,ta1-cadets-2
1558102671.511:503089752,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,A901490D-1FA2-AF50-A21F-868A70AFC6E2,/etc/security/audit_event,ta1-cadets-2
1558102671.511:503089751,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D44C2740-A6DD-2056-9DA6-2C2E86207843,/etc/security/audit_control,ta1-cadets-2
1558102671.511:503089747,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D44C2740-A6DD-2056-9DA6-2C2E86207843,/etc/security/audit_control,ta1-cadets-2
1558102671.511:503089745,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D6BFF2A5-44AC-4D5D-AC44-0959ED4DC0F8,/etc/security/audit_class,ta1-cadets-2
1558102671.511:503089744,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D8F507F7-4B0E-C952-8E4B-830F52C98AFF,/etc/security/audit_user,ta1-cadets-2
1558102671.511:503089735,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,CONNECT,8E19172A-78AE-11E9-B41B-D4AE52C1DBD3,/var/run/logpriv,ta1-cadets-2
1558102670.199:503089485,8D512B0F-78AE-11E9-A28B-D4AE52C1DBD3:bash,EXECUTE,B8FFD54B-E634-C156-B4E6-8D03E6C1084F,/usr/bin/scp,ta1-cadets-1
1558102670.199:503089477,8D3CA8D5-78AE-11E9-A28B-D4AE52C1DBD3:bash,FORK,8D512B0F-78AE-11E9-A28B-D4AE52C1DBD3,scp,ta1-cadets-1
1558102670.199:503089471,8D3CA8D5-78AE-11E9-A28B-D4AE52C1DBD3:bash,OPEN,00B46DF6-F224-A650-A4F2-5CFD60A67949,/home/admin,ta1-cadets-1
1558102670.199:503089469,8D3CA8D5-78AE-11E9-A28B-D4AE52C1DBD3:bash,OPEN,DE5E400C-368D-6753-8D36-7255E3674FB9,/home,ta1-cadets-1
1558102670.199:503089467,8D3CA8D5-78AE-11E9-A28B-D4AE52C1DBD3:bash,OPEN,A6F2F9E7-6EBD-E25B-BD6E-94157BE27558,/,ta1-cadets-1
1558102670.088:503089423,8D3CA8D5-78AE-11E9-A28B-D4AE52C1DBD3:bash,READ,60399272-60B9-7D59-B960-0513197D1635,/home/admin/.bash_history,ta1-cadets-1
1558102670.088:503089419,8D3CA8D5-78AE-11E9-A28B-D4AE52C1DBD3:bash,READ,60399272-60B9-7D59-B960-0513197D1635,/home/admin/.bash_history,ta1-cadets-1
1558102671.391:503089350,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,CONNECT,8E063D17-78AE-11E9-B41B-D4AE52C1DBD3,/var/run/logpriv,ta1-cadets-2
1558102671.391:503089348,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,3C654629-ACBD-2E5E-BDAC-AA8C0E2E30C4,/usr/share/zoneinfo/posixrules,ta1-cadets-2
1558102671.391:503089346,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,8B37ED08-DC01-7D55-81DC-2D0B857DAE7B,/usr/share/zoneinfo/UTC,ta1-cadets-2
1558102671.391:503089344,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102671.381:503089342,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558102671.381:503089333,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,READ,BE5788E9-3A56-6556-963A-148E16650E31,/etc/spwd.db,ta1-cadets-2
1558102671.171:503089331,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,FORK,8DE5BFCB-78AE-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558102671.171:503089321,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D1042279-ADA7-1A51-A7AD-427D911A1470,/etc/hosts.allow,ta1-cadets-2
1558102671.171:503089316,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,CONNECT,8DE54F5A-78AE-11E9-B41B-D4AE52C1DBD3,128.55.12.10:53,ta1-cadets-2
1558102671.171:503089314,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,373D02C0-A81B-7D54-9BA8-F181547DCBCF,/etc/hosts,ta1-cadets-2
1558102671.171:503089310,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,556CE3B4-9A31-195B-B19A-0A5F7B1937EB,/usr/lib/libgssapi_spnego.so.10,ta1-cadets-2
1558102671.171:503089308,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,9F9AEA69-4556-F35D-9645-7D751DF345F6,/usr/lib/libgssapi_krb5.so.10,ta1-cadets-2
1558102671.171:503089307,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,421A0178-300D-0D55-8D30-E335D50D999D,/etc/gss/mech,ta1-cadets-2
1558102671.171:503089305,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D4502939-F856-7C59-96F8-2268B97CCB31,/etc/resolv.conf,ta1-cadets-2
1558102671.171:503089301,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,1633500B-D34B-8058-8BD3-ABB7D880915E,/dev/null,ta1-cadets-2
1558102671.171:503089295,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,70416923-0B7F-3258-BF0B-9FDAF8329E70,/etc/ssh/ssh_host_ed25519_key.pub,ta1-cadets-2
1558102671.171:503089293,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,6D53A12C-D093-6C5C-93D0-7616BC6CD4D2,/etc/ssh/ssh_host_ed25519_key,ta1-cadets-2
1558102671.171:503089291,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,6D53A12C-D093-6C5C-93D0-7616BC6CD4D2,/etc/ssh/ssh_host_ed25519_key,ta1-cadets-2
1558102671.171:503089289,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,591B6D97-AB8A-C752-8AAB-31CA42C79B37,/etc/ssh/ssh_host_ecdsa_key.pub,ta1-cadets-2
1558102671.171:503089287,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,10274AC1-C8F7-E455-B7C8-5354A5E47FF1,/etc/ssh/ssh_host_ecdsa_key,ta1-cadets-2
1558102671.171:503089285,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,10274AC1-C8F7-E455-B7C8-5354A5E47FF1,/etc/ssh/ssh_host_ecdsa_key,ta1-cadets-2
1558102671.171:503089283,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,9B987587-DCB5-295E-B5DC-5F4B2E292E34,/etc/ssh/ssh_host_rsa_key.pub,ta1-cadets-2
1558102671.171:503089281,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,45FA8B1C-1628-D459-A816-202B49D415DC,/etc/ssh/ssh_host_rsa_key,ta1-cadets-2
1558102671.161:503089279,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,45FA8B1C-1628-D459-A816-202B49D415DC,/etc/ssh/ssh_host_rsa_key,ta1-cadets-2
1558102671.161:503089270,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,READ,BE5788E9-3A56-6556-963A-148E16650E31,/etc/spwd.db,ta1-cadets-2
1558102671.161:503089267,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,816E6A3D-1172-585C-B211-BC4D3C585A59,/etc/nsswitch.conf,ta1-cadets-2
1558102671.161:503089263,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,653D8CCE-2987-A95B-8729-8875CBA92F9C,/etc/ssl/openssl.cnf,ta1-cadets-2
1558102671.161:503089261,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,B1E1F342-C4A9-8950-A9C4-792D4089BF48,/lib/libcrypto.so.111,ta1-cadets-2
1558102671.161:503089259,8DE1A02D-78AE-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,1633500B-D34B-8058-8BD3-ABB7D880915E,/dev/null,ta1-cadets-2
