1558103966.441:505904298,91EF8875-78B1-11E9-B41B-D4AE52C1DBD3:bash,EXECUTE,B8FFD54B-E634-C156-B4E6-8D03E6C1084F,scp -r /tmp/grains /tmp/hsperfdata_darpa /tmp/jna-95354950 /tmp/minion /tmp/nodeexporter /tmp/resource-2679455198775069532 /tmp/resource-3259361836296904187 /tmp/tmux-0 admin@128.55.12.77:.,ta1-cadets-2
1558103488.070:505129892,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,READ,9A5D9EB6-F5DD-9C57-9DF5-E29C679C4DC3,/etc/profile,ta1-cadets-3
1558103488.070:505129886,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,READ,4F68FD9F-F710-3758-90F7-87E53837B0F3,/usr/share/misc/termcap.db,ta1-cadets-3
1558103488.070:505129870,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,READ,0A6725DF-089C-8051-9C08-E2F211807F26,/etc/pwd.db,ta1-cadets-3
1558103488.070:505129866,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,READ,816E6A3D-1172-585C-B211-BC4D3C585A59,/etc/nsswitch.conf,ta1-cadets-3
1558103488.070:505129863,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,OPEN,C0E60490-62BE-7B5A-BE62-6F2DBA7BA087,/dev/tty,ta1-cadets-3
1558103488.070:505129858,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,OPEN,F410BE96-4C0C-765E-8C4C-6F0E2E760020,/dev/hpet0,ta1-cadets-3
1558103488.070:505129844,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,OPEN,680AFF23-5240-8954-8052-DB7044890360,/lib/libc.so.7,ta1-cadets-3
1558103488.070:505129691,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,OPEN,970A4F19-8EB0-BA55-B08E-91C775BA02B5,/usr/lib/libdl.so.1,ta1-cadets-3
1558103488.070:505129681,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,OPEN,7E48A854-81F9-5754-B981-FDA0F457BA6C,/usr/local/lib/libintl.so.8,ta1-cadets-3
1558103488.070:505129671,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,OPEN,FB9FD49A-C575-DA5B-B5C5-11966BDA15C8,/lib/libncurses.so.8,ta1-cadets-3
1558103488.070:505129668,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,READ,A7C0B6CE-C649-5C51-89C6-9308515CF876,/var/run/ld-elf.so.hints,ta1-cadets-3
1558103488.070:505129664,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,READ,908C1871-9556-355C-9695-1D084C35A52A,/etc/libmap.conf,ta1-cadets-3
1558103488.070:505129662,74CD4974-78B0-11E9-B129-6C2B597E484C:sshd,EXECUTE,DC93405E-EB5D-E654-9DEB-281F44E63AD8,-bash,ta1-cadets-3
1558103488.070:505129656,74CD4974-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-3
1558103488.070:505129654,74CD4974-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,20655ED4-DB2C-465F-ACDB-A5EF7F468B07,/home/admin/.login_conf,ta1-cadets-3
1558103488.060:505129650,74CD4974-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,2B4B2344-3D87-1A5A-873D-36F59A1A7665,/etc/motd,ta1-cadets-3
1558103488.060:505129647,74CD4974-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,C0E60490-62BE-7B5A-BE62-6F2DBA7BA087,/dev/tty,ta1-cadets-3
1558103488.060:505129645,74CD4974-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,C0E60490-62BE-7B5A-BE62-6F2DBA7BA087,/dev/pts/1,ta1-cadets-3
1558103488.081:505128457,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,READ,1CD71423-6E95-B651-956E-EEE4F1B61627,/home/admin/.bash_history,ta1-cadets-3
1558103488.081:505128453,74CD4974-78B0-11E9-B129-6C2B597E484C:bash,READ,1CD71423-6E95-B651-956E-EEE4F1B61627,/home/admin/.bash_history,ta1-cadets-3
1558103488.060:505128387,74C56CCA-78B0-11E9-B129-6C2B597E484C:sshd,FORK,74CD4974-78B0-11E9-B129-6C2B597E484C,bash,ta1-cadets-3
1558103488.010:505128318,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,FORK,74C56CCA-78B0-11E9-B129-6C2B597E484C,sshd,ta1-cadets-3
1558103488.010:505128303,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,A901490D-1FA2-AF50-A21F-868A70AFC6E2,/etc/security/audit_event,ta1-cadets-3
1558103488.010:505128302,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,D44C2740-A6DD-2056-9DA6-2C2E86207843,/etc/security/audit_control,ta1-cadets-3
1558103488.010:505128298,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,D44C2740-A6DD-2056-9DA6-2C2E86207843,/etc/security/audit_control,ta1-cadets-3
1558103488.010:505128296,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,D6BFF2A5-44AC-4D5D-AC44-0959ED4DC0F8,/etc/security/audit_class,ta1-cadets-3
1558103488.010:505128295,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,D8F507F7-4B0E-C952-8E4B-830F52C98AFF,/etc/security/audit_user,ta1-cadets-3
1558103488.010:505128286,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,CONNECT,74C4AC3E-78B0-11E9-B129-6C2B597E484C,/var/run/logpriv,ta1-cadets-3
1558103487.880:505128242,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,FORK,74B075CC-78B0-11E9-B129-6C2B597E484C,null,ta1-cadets-3
1558103487.870:505128237,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,CONNECT,74B05E8E-78B0-11E9-B129-6C2B597E484C,/var/run/logpriv,ta1-cadets-3
1558103487.870:505128235,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-3
1558103487.870:505128233,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-3
1558103487.870:505128224,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,READ,44AA7080-44DD-EE57-9D44-F69A47EEBAD7,/etc/spwd.db,ta1-cadets-3
1558103487.760:505128189,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,D1042279-ADA7-1A51-A7AD-427D911A1470,/etc/hosts.allow,ta1-cadets-3
1558103487.750:505128120,7495A902-78B0-11E9-B129-6C2B597E484C:sshd,OPEN,653D8CCE-2987-A95B-8729-8875CBA92F9C,/etc/ssl/openssl.cnf,ta1-cadets-3
1558103487.700:505128109,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,FORK,7495A902-78B0-11E9-B129-6C2B597E484C,sshd,ta1-cadets-3
1558103487.700:505128104,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,ACCEPT,D3C90699-70CA-11E9-B129-6C2B597E484C,128.55.12.109:63300,ta1-cadets-3
1558103489.138:505121878,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59290,ta1-cadets-1
1558103461.850:505068883,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,FORK,652D9946-78B0-11E9-B129-6C2B597E484C,null,ta1-cadets-3
1558103461.850:505068878,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,ACCEPT,D3C90699-70CA-11E9-B129-6C2B597E484C,128.55.12.122:60920,ta1-cadets-3
1558103458.880:505066362,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,FORK,6367C808-78B0-11E9-B129-6C2B597E484C,null,ta1-cadets-3
1558103458.880:505066357,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,ACCEPT,D3C90699-70CA-11E9-B129-6C2B597E484C,128.55.12.122:60916,ta1-cadets-3
1558103450.760:505060446,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,FORK,5E912AF8-78B0-11E9-B129-6C2B597E484C,null,ta1-cadets-3
1558103450.760:505060441,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,ACCEPT,D3C90699-70CA-11E9-B129-6C2B597E484C,128.55.12.122:60904,ta1-cadets-3
1558103458.478:505037579,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,632A2200-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103458.469:505037574,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59264,ta1-cadets-1
1558103456.729:505030998,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,621F1A7B-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103456.719:505030993,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59260,ta1-cadets-1
1558103452.238:505007800,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,5F72E570-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103452.238:505007795,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59256,ta1-cadets-1
1558103421.598:504974731,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,4D2F8F3B-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103421.598:504974726,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59240,ta1-cadets-1
1558103414.068:504964752,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,48B2ECEA-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103414.068:504964747,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59234,ta1-cadets-1
1558103414.060:504964143,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,FORK,48B0E576-78B0-11E9-B129-6C2B597E484C,null,ta1-cadets-3
1558103414.060:504964138,D3C8C194-70CA-11E9-B129-6C2B597E484C:sshd,ACCEPT,D3C90699-70CA-11E9-B129-6C2B597E484C,128.55.12.122:60882,ta1-cadets-3
1558103393.139:504902374,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,3C392DE0-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103393.139:504902369,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59222,ta1-cadets-1
1558103355.488:504806759,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,25C77767-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103355.488:504806754,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59198,ta1-cadets-1
1558103351.609:504785527,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,237832D7-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103351.609:504785522,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59194,ta1-cadets-1
1558103349.889:504783727,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,2270F4F2-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103349.889:504783722,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59192,ta1-cadets-1
1558103344.851:504767592,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,1F70BB59-78B0-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558103344.851:504767587,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:38086,ta1-cadets-2
1558103343.679:504761519,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,FORK,1EBE77D9-78B0-11E9-A28B-D4AE52C1DBD3,null,ta1-cadets-1
1558103343.679:504761514,C846820E-70CA-11E9-A28B-D4AE52C1DBD3:sshd,ACCEPT,C846F21E-70CA-11E9-A28B-D4AE52C1DBD3,128.55.12.122:59186,ta1-cadets-1
1558103334.921:504741755,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,FORK,198629D6-78B0-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558103334.921:504741750,CE44DD41-70CA-11E9-B41B-D4AE52C1DBD3:sshd,ACCEPT,CE454963-70CA-11E9-B41B-D4AE52C1DBD3,128.55.12.122:38076,ta1-cadets-2
1558103333.481:504737776,18A97F62-78B0-11E9-B41B-D4AE52C1DBD3:bash,EXECUTE,EB3C59D2-D408-C758-88D4-48C2F8C7517B,hostname,ta1-cadets-2
1558103332.511:504737444,1815CA8E-78B0-11E9-B41B-D4AE52C1DBD3:bash,EXECUTE,588E0C7A-F996-4D59-96F9-E63F194DA5E2,ps -aux,ta1-cadets-2
1558103332.511:504737385,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,FORK,1815CA8E-78B0-11E9-B41B-D4AE52C1DBD3,bash,ta1-cadets-2
1558103331.261:504729976,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,FORK,17577BE4-78B0-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558103326.841:504723978,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,READ,F1E83DAF-3FB1-C450-B13F-667D90C4A3B5,/home/admin/.bash_history,ta1-cadets-2
1558103326.841:504723974,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,READ,F1E83DAF-3FB1-C450-B13F-667D90C4A3B5,/home/admin/.bash_history,ta1-cadets-2
1558103326.841:504723971,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,FORK,14B4535A-78B0-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558103326.841:504723970,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,FORK,14B3DD22-78B0-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558103326.831:504723968,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,READ,2098A5AB-8D2C-3454-AC8D-5EBC2434AD08,/home/admin/.profile,ta1-cadets-2
1558103326.831:504723965,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,READ,9A5D9EB6-F5DD-9C57-9DF5-E29C679C4DC3,/etc/profile,ta1-cadets-2
1558103326.831:504723959,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,READ,4F68FD9F-F710-3758-90F7-87E53837B0F3,/usr/share/misc/termcap.db,ta1-cadets-2
1558103326.831:504723946,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,READ,15D7DD48-70AF-7657-AF70-1CEF4776FAB6,/etc/pwd.db,ta1-cadets-2
1558103326.831:504723256,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,READ,816E6A3D-1172-585C-B211-BC4D3C585A59,/etc/nsswitch.conf,ta1-cadets-2
1558103326.831:504723253,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,OPEN,ED281817-20F6-7E52-B620-7E7B827E05AF,/dev/tty,ta1-cadets-2
1558103326.831:504723248,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,OPEN,F410BE96-4C0C-765E-8C4C-6F0E2E760020,/dev/hpet0,ta1-cadets-2
1558103326.831:504723234,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,OPEN,680AFF23-5240-8954-8052-DB7044890360,/lib/libc.so.7,ta1-cadets-2
1558103326.831:504723224,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,OPEN,970A4F19-8EB0-BA55-B08E-91C775BA02B5,/usr/lib/libdl.so.1,ta1-cadets-2
1558103326.831:504723214,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,OPEN,7E48A854-81F9-5754-B981-FDA0F457BA6C,/usr/local/lib/libintl.so.8,ta1-cadets-2
1558103326.831:504723204,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,OPEN,FB9FD49A-C575-DA5B-B5C5-11966BDA15C8,/lib/libncurses.so.8,ta1-cadets-2
1558103326.831:504723201,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,READ,738B7C9F-D3EE-6A5F-AED3-FF407F6A7609,/var/run/ld-elf.so.hints,ta1-cadets-2
1558103326.831:504723198,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:bash,READ,908C1871-9556-355C-9695-1D084C35A52A,/etc/libmap.conf,ta1-cadets-2
1558103326.821:504723196,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:sshd,EXECUTE,DC93405E-EB5D-E654-9DEB-281F44E63AD8,-bash,ta1-cadets-2
1558103326.821:504723190,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558103326.821:504723188,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,48E7AE8E-A074-F555-B4A0-2052C5F58A74,/home/admin/.login_conf,ta1-cadets-2
1558103326.821:504723184,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,2B4B2344-3D87-1A5A-873D-36F59A1A7665,/etc/motd,ta1-cadets-2
1558103326.821:504723181,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,ED281817-20F6-7E52-B620-7E7B827E05AF,/dev/tty,ta1-cadets-2
1558103326.821:504723179,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,ED281817-20F6-7E52-B620-7E7B827E05AF,/dev/pts/0,ta1-cadets-2
1558103326.821:504722721,14A9D4B5-78B0-11E9-B41B-D4AE52C1DBD3:sshd,FORK,14B1BEB3-78B0-11E9-B41B-D4AE52C1DBD3,bash,ta1-cadets-2
1558103326.771:504722714,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,FORK,14A9D4B5-78B0-11E9-B41B-D4AE52C1DBD3,sshd,ta1-cadets-2
1558103326.761:504722704,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,A901490D-1FA2-AF50-A21F-868A70AFC6E2,/etc/security/audit_event,ta1-cadets-2
1558103326.761:504722703,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D44C2740-A6DD-2056-9DA6-2C2E86207843,/etc/security/audit_control,ta1-cadets-2
1558103326.761:504722699,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D44C2740-A6DD-2056-9DA6-2C2E86207843,/etc/security/audit_control,ta1-cadets-2
1558103326.761:504722697,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D6BFF2A5-44AC-4D5D-AC44-0959ED4DC0F8,/etc/security/audit_class,ta1-cadets-2
1558103326.761:504722696,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D8F507F7-4B0E-C952-8E4B-830F52C98AFF,/etc/security/audit_user,ta1-cadets-2
1558103326.761:504722687,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,CONNECT,14A8BA62-78B0-11E9-B41B-D4AE52C1DBD3,/var/run/logpriv,ta1-cadets-2
1558103326.411:504722651,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,75C6B2C2-4B61-F450-A14B-A77FC0F45172,/etc/login.conf,ta1-cadets-2
1558103326.411:504722596,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,READ,BE5788E9-3A56-6556-963A-148E16650E31,/etc/spwd.db,ta1-cadets-2
1558103326.301:504722591,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,FORK,14619985-78B0-11E9-B41B-D4AE52C1DBD3,null,ta1-cadets-2
1558103326.291:504722581,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D1042279-ADA7-1A51-A7AD-427D911A1470,/etc/hosts.allow,ta1-cadets-2
1558103326.291:504722576,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,CONNECT,1461202E-78B0-11E9-B41B-D4AE52C1DBD3,128.55.12.10:53,ta1-cadets-2
1558103326.291:504722574,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,373D02C0-A81B-7D54-9BA8-F181547DCBCF,/etc/hosts,ta1-cadets-2
1558103326.291:504722570,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,556CE3B4-9A31-195B-B19A-0A5F7B1937EB,/usr/lib/libgssapi_spnego.so.10,ta1-cadets-2
1558103326.291:504722568,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,9F9AEA69-4556-F35D-9645-7D751DF345F6,/usr/lib/libgssapi_krb5.so.10,ta1-cadets-2
1558103326.291:504722567,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,421A0178-300D-0D55-8D30-E335D50D999D,/etc/gss/mech,ta1-cadets-2
1558103326.291:504722565,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,D4502939-F856-7C59-96F8-2268B97CCB31,/etc/resolv.conf,ta1-cadets-2
1558103326.291:504722561,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,1633500B-D34B-8058-8BD3-ABB7D880915E,/dev/null,ta1-cadets-2
1558103326.291:504722555,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,70416923-0B7F-3258-BF0B-9FDAF8329E70,/etc/ssh/ssh_host_ed25519_key.pub,ta1-cadets-2
1558103326.291:504722553,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,6D53A12C-D093-6C5C-93D0-7616BC6CD4D2,/etc/ssh/ssh_host_ed25519_key,ta1-cadets-2
1558103326.291:504722551,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,6D53A12C-D093-6C5C-93D0-7616BC6CD4D2,/etc/ssh/ssh_host_ed25519_key,ta1-cadets-2
1558103326.291:504722549,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,591B6D97-AB8A-C752-8AAB-31CA42C79B37,/etc/ssh/ssh_host_ecdsa_key.pub,ta1-cadets-2
1558103326.291:504722547,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,10274AC1-C8F7-E455-B7C8-5354A5E47FF1,/etc/ssh/ssh_host_ecdsa_key,ta1-cadets-2
1558103326.291:504722545,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,10274AC1-C8F7-E455-B7C8-5354A5E47FF1,/etc/ssh/ssh_host_ecdsa_key,ta1-cadets-2
1558103326.291:504722543,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,9B987587-DCB5-295E-B5DC-5F4B2E292E34,/etc/ssh/ssh_host_rsa_key.pub,ta1-cadets-2
1558103326.291:504722541,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,45FA8B1C-1628-D459-A816-202B49D415DC,/etc/ssh/ssh_host_rsa_key,ta1-cadets-2
1558103326.291:504722539,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,45FA8B1C-1628-D459-A816-202B49D415DC,/etc/ssh/ssh_host_rsa_key,ta1-cadets-2
1558103326.291:504722530,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,READ,BE5788E9-3A56-6556-963A-148E16650E31,/etc/spwd.db,ta1-cadets-2
1558103326.291:504722527,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,816E6A3D-1172-585C-B211-BC4D3C585A59,/etc/nsswitch.conf,ta1-cadets-2
1558103326.131:504722336,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,A9331079-AB10-8656-90AB-7E5E76860DF4,/usr/lib/libssl.so.111,ta1-cadets-2
1558103326.131:504722334,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,7A8124B7-1BFA-AB51-BA1B-D766A1AB156B,/usr/lib/libprivateheimipcc.so.11,ta1-cadets-2
1558103326.131:504722332,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,547BF4B0-6304-7B53-8463-B496937BC4A2,/usr/lib/libheimbase.so.11,ta1-cadets-2
1558103326.131:504722330,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,45FB0EE9-473E-665D-BE47-E6306D6603D7,/usr/lib/libwind.so.11,ta1-cadets-2
1558103326.131:504722328,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,A463D3C4-F4D6-2E5A-96F4-6B055A2EB379,/usr/lib/libhx509.so.11,ta1-cadets-2
1558103326.131:504722326,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,C9553E40-617E-B258-BE61-2E6188B2F3F4,/usr/lib/libcom_err.so.5,ta1-cadets-2
1558103326.131:504722324,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,3C08BE34-5951-6850-9159-659CF0681915,/usr/lib/libasn1.so.11,ta1-cadets-2
1558103326.131:504722322,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,1BFC813E-DE27-E357-A7DE-CF04C7E3CE67,/usr/lib/libroken.so.11,ta1-cadets-2
1558103326.131:504722320,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,DBE56166-8DF5-D156-B58D-41C346D11FAC,/lib/libthr.so.3,ta1-cadets-2
1558103326.121:504722314,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,91258993-B942-C35D-82B9-25794DC34401,/lib/libz.so.6,ta1-cadets-2
1558103326.121:504722312,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,72F1B0DA-370B-B850-8B37-097B90B864E6,/lib/libcrypt.so.5,ta1-cadets-2
1558103326.121:504722310,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,BC36EE8E-0BE3-DE50-A30B-67ADE0DECCE1,/usr/lib/libprivateldns.so.5,ta1-cadets-2
1558103326.121:504722308,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,680AFF23-5240-8954-8052-DB7044890360,/lib/libc.so.7,ta1-cadets-2
1558103326.121:504722306,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,B1E1F342-C4A9-8950-A9C4-792D4089BF48,/lib/libcrypto.so.111,ta1-cadets-2
1558103326.121:504722304,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,77FF0EE8-CE75-A759-B5CE-26AD59A71AB0,/usr/lib/libwrap.so.6,ta1-cadets-2
1558103326.121:504722302,14468295-78B0-11E9-B41B-D4AE52C1DBD3:sshd,OPEN,F381167E-9787-A65F-8797-DAE93FA6C677,/usr/lib/libkrb5.so.11,ta1-cadets-2
